scc_id,child_uuid,child_label,child_internal_ids,parent_uuid,parent_label,parent_internal_ids,reason,source
5,26bdd9b9-f9b2-4bef-b827-8ededa0a7043,Electric motors,https://linked-art.library.yale.edu/node/c52ae40c-cdda-4a7a-a9a4-01e92afb0bfe https://linked-art.library.yale.edu/node/39d60db7-d681-4066-8ba3-725a89884425 https://linked-art.library.yale.edu/node/62090530-1b8c-4240-b723-1ca34611e130 https://linked-art.library.yale.edu/node/ca46bbe5-f7aa-48f7-a685-2782b3f434f6,b35ee5d3-97c4-44b5-8b66-b85558cef893,Diesel motor,https://linked-art.library.yale.edu/node/b085fe8d-a31e-472a-875b-8cd75b79bf8a https://linked-art.library.yale.edu/node/5f9fd2d0-39b2-440b-b9fd-5d2df6fe1bff,Electric motors are not a subset of diesel motors.,scc0005_proposed_deletions.json
5,ae498afe-57dd-4cd3-9cf2-e16bc756540d,,,26bdd9b9-f9b2-4bef-b827-8ededa0a7043,Electric motors,https://linked-art.library.yale.edu/node/c52ae40c-cdda-4a7a-a9a4-01e92afb0bfe https://linked-art.library.yale.edu/node/39d60db7-d681-4066-8ba3-725a89884425 https://linked-art.library.yale.edu/node/62090530-1b8c-4240-b723-1ca34611e130 https://linked-art.library.yale.edu/node/ca46bbe5-f7aa-48f7-a685-2782b3f434f6,Combustion engines are not electric motors.,scc0005_proposed_deletions.json
5,846e41a4-fe64-44a1-a761-e4a6fc01e97b,,,26bdd9b9-f9b2-4bef-b827-8ededa0a7043,Electric motors,https://linked-art.library.yale.edu/node/c52ae40c-cdda-4a7a-a9a4-01e92afb0bfe https://linked-art.library.yale.edu/node/39d60db7-d681-4066-8ba3-725a89884425 https://linked-art.library.yale.edu/node/62090530-1b8c-4240-b723-1ca34611e130 https://linked-art.library.yale.edu/node/ca46bbe5-f7aa-48f7-a685-2782b3f434f6,Combustion engines are not electric motors.,scc0005_proposed_deletions.json
5,d770167c-863b-4859-9e3a-956543384ab7,,,26bdd9b9-f9b2-4bef-b827-8ededa0a7043,Electric motors,https://linked-art.library.yale.edu/node/c52ae40c-cdda-4a7a-a9a4-01e92afb0bfe https://linked-art.library.yale.edu/node/39d60db7-d681-4066-8ba3-725a89884425 https://linked-art.library.yale.edu/node/62090530-1b8c-4240-b723-1ca34611e130 https://linked-art.library.yale.edu/node/ca46bbe5-f7aa-48f7-a685-2782b3f434f6,Combustion engines are not electric motors.,scc0005_proposed_deletions.json
5,ac24ca76-da2d-4aad-95d2-10a104696b86,,,26bdd9b9-f9b2-4bef-b827-8ededa0a7043,Electric motors,https://linked-art.library.yale.edu/node/c52ae40c-cdda-4a7a-a9a4-01e92afb0bfe https://linked-art.library.yale.edu/node/39d60db7-d681-4066-8ba3-725a89884425 https://linked-art.library.yale.edu/node/62090530-1b8c-4240-b723-1ca34611e130 https://linked-art.library.yale.edu/node/ca46bbe5-f7aa-48f7-a685-2782b3f434f6,Combustion engines are not electric motors.,scc0005_proposed_deletions.json
6,3d5dbfbd-37bf-4000-9605-7e21ff468630,Murder,https://linked-art.library.yale.edu/node/c5a71520-a9f6-4e3c-bbf9-bd8c900a3524 https://linked-art.library.yale.edu/node/a316e8ba-38a8-4ea2-a982-e1af2d9210b9 https://linked-art.library.yale.edu/node/c8e9cde2-30f9-4b17-a292-14e1c3987aad,6c9f750f-efb6-4465-b89f-09edd720e1d9,Homicide,https://linked-art.library.yale.edu/node/9fdd2124-acbb-44bc-aed2-663aa3556b08 https://linked-art.library.yale.edu/node/f91b69bf-f375-4d20-9cda-4a83d7fd0b69,"Murder is a specific type of homicide, not vice-versa.",scc0006_proposed_deletions.json
6,90e2bb0a-cbb1-4187-af26-495b8a5fdfdc,Assassination attempts,https://linked-art.library.yale.edu/node/e54304ce-6857-43fd-819d-d62a543550ad https://linked-art.library.yale.edu/node/05250357-38f9-402b-871a-f8288a3e44f7 https://linked-art.library.yale.edu/node/d928390b-9de5-4e75-bda5-493693f38659 https://linked-art.library.yale.edu/node/3754e55f-79d6-445a-839c-1843e4d727ce https://linked-art.library.yale.edu/node/6d10e61c-572b-4581-a638-9fcab5fdae55,3d5dbfbd-37bf-4000-9605-7e21ff468630,Murder,https://linked-art.library.yale.edu/node/c5a71520-a9f6-4e3c-bbf9-bd8c900a3524 https://linked-art.library.yale.edu/node/a316e8ba-38a8-4ea2-a982-e1af2d9210b9 https://linked-art.library.yale.edu/node/c8e9cde2-30f9-4b17-a292-14e1c3987aad,Assassination attempts are a specific subset of murder.,scc0006_proposed_deletions.json
6,f519e158-fd79-4b56-8c72-6d6efcfa4d6f,Insurgency,https://ycba-lux.s3.amazonaws.com/v3/concept/d1/d1daf825-97cf-43b6-b325-318c99e7dc7d.json https://linked-art.library.yale.edu/node/8af1c7f4-8329-414c-b337-71ea682fc2f4 https://linked-art.library.yale.edu/node/1abe8026-6132-4c11-a710-fb4351e0be49 https://linked-art.library.yale.edu/node/5ee8040a-599b-4a08-8f19-3630eee70615 https://linked-art.library.yale.edu/node/4a0418a5-9fb3-49c4-b39c-4444ec8605dc https://linked-art.library.yale.edu/node/6c7898c6-46c7-4edb-b8d2-c5ee6c79230e https://linked-art.library.yale.edu/node/b7c100ef-fbd0-4034-a03c-acbf6f10bdbb https://linked-art.library.yale.edu/node/7a1511f9-4a20-41af-8964-c5eb48f3e3e4,3793ac41-799e-4c67-88ca-436c688f5521,Civil wars,https://data.paul-mellon-centre.ac.uk/concept/unrec_wkgc3hxx https://linked-art.library.yale.edu/node/4fd123ad-4343-43b9-8d06-e601b0416a4c https://linked-art.library.yale.edu/node/4cdf8938-7d4c-42dd-9488-c7370e27938a,Insurgency is a broader concept than civil war.,scc0006_proposed_deletions.json
6,90e2bb0a-cbb1-4187-af26-495b8a5fdfdc,Assassination attempts,https://linked-art.library.yale.edu/node/e54304ce-6857-43fd-819d-d62a543550ad https://linked-art.library.yale.edu/node/05250357-38f9-402b-871a-f8288a3e44f7 https://linked-art.library.yale.edu/node/d928390b-9de5-4e75-bda5-493693f38659 https://linked-art.library.yale.edu/node/3754e55f-79d6-445a-839c-1843e4d727ce https://linked-art.library.yale.edu/node/6d10e61c-572b-4581-a638-9fcab5fdae55,f48a3965-4d1b-4e76-95cb-1c7f790bd90a,Terrorism,https://linked-art.library.yale.edu/node/1f5cfd03-807c-4830-9da9-6580b963954d https://linked-art.library.yale.edu/node/45d9ef6e-5b18-4f86-b6de-4585ea376730 https://linked-art.library.yale.edu/node/1e31bd7a-d266-4267-a248-0be8512cb8cc,Assassination attempts are a tactic often used in terrorism.,scc0006_proposed_deletions.json
6,f519e158-fd79-4b56-8c72-6d6efcfa4d6f,Insurgency,https://ycba-lux.s3.amazonaws.com/v3/concept/d1/d1daf825-97cf-43b6-b325-318c99e7dc7d.json https://linked-art.library.yale.edu/node/8af1c7f4-8329-414c-b337-71ea682fc2f4 https://linked-art.library.yale.edu/node/1abe8026-6132-4c11-a710-fb4351e0be49 https://linked-art.library.yale.edu/node/5ee8040a-599b-4a08-8f19-3630eee70615 https://linked-art.library.yale.edu/node/4a0418a5-9fb3-49c4-b39c-4444ec8605dc https://linked-art.library.yale.edu/node/6c7898c6-46c7-4edb-b8d2-c5ee6c79230e https://linked-art.library.yale.edu/node/b7c100ef-fbd0-4034-a03c-acbf6f10bdbb https://linked-art.library.yale.edu/node/7a1511f9-4a20-41af-8964-c5eb48f3e3e4,83277042-36c1-4292-ad49-5549f6864540,Subversive activities,https://linked-art.library.yale.edu/node/9634db59-8985-4a6e-884c-889674e15859 https://linked-art.library.yale.edu/node/f29861ff-b0fb-4557-8536-d7ab0028f0a6 https://linked-art.library.yale.edu/node/62841149-f9ea-4c75-8eac-02a96deeb71c,Insurgency is a broader political movement than subversive activities.,scc0006_proposed_deletions.json
7,a4862961-5411-4aca-aef8-1e3485c3d340,Exciton theory,https://linked-art.library.yale.edu/node/3685becf-31ec-49a0-8d4a-dd9bfa2d0e9c,8e64a75f-82ad-47c5-826c-a31cb98431ce,Electron-hole droplets,https://linked-art.library.yale.edu/node/a707d976-06f4-47a0-ab84-6d725cbdcee8,Exciton theory is not a subset of electron-hole droplets.,scc0007_proposed_deletions.json
7,0d7eabe6-143e-4832-8f9e-4ff4fe0f4fd2,Energy-band theory of solids,https://linked-art.library.yale.edu/node/f33a6613-7740-4ca5-89d0-c392561cca9a,a4862961-5411-4aca-aef8-1e3485c3d340,Exciton theory,https://linked-art.library.yale.edu/node/3685becf-31ec-49a0-8d4a-dd9bfa2d0e9c,Energy-band theory is a broader framework than exciton theory.,scc0007_proposed_deletions.json
8,6e71d08e-27a9-4ce9-af12-549cf59ac6ee,Testudines,https://linked-art.library.yale.edu/node/fabbc935-79c0-4087-bb89-c1068efbdea8 https://linked-art.library.yale.edu/node/15edf322-92b7-4011-8065-40a3a97590ce https://linked-art.library.yale.edu/node/2ca435fb-ac02-459a-b182-7f4512d64740 https://images.peabody.yale.edu/data/taxon/7/5d/75dc7bb6-d0b9-4f84-8d4d-b9c4289b1ed6.json https://linked-art.library.yale.edu/node/186f9f42-718b-4a1b-a0a7-1f59eec5705d https://images.peabody.yale.edu/data/taxon/7/e2/7e252ae2-7cf9-4218-9db5-798f657052c3.json,31c50796-8163-4504-a132-b361753c1ca6,Chelonia,https://images.peabody.yale.edu/data/taxon/e/1b/e1bff9c3-05ed-4770-80db-7182e4903e41.json,"Testudines is the order, Chelonia is a genus.",scc0008_proposed_deletions.json
8,6e71d08e-27a9-4ce9-af12-549cf59ac6ee,Testudines,https://linked-art.library.yale.edu/node/fabbc935-79c0-4087-bb89-c1068efbdea8 https://linked-art.library.yale.edu/node/15edf322-92b7-4011-8065-40a3a97590ce https://linked-art.library.yale.edu/node/2ca435fb-ac02-459a-b182-7f4512d64740 https://images.peabody.yale.edu/data/taxon/7/5d/75dc7bb6-d0b9-4f84-8d4d-b9c4289b1ed6.json https://linked-art.library.yale.edu/node/186f9f42-718b-4a1b-a0a7-1f59eec5705d https://images.peabody.yale.edu/data/taxon/7/e2/7e252ae2-7cf9-4218-9db5-798f657052c3.json,eb447e71-59f6-4fb5-8ae4-feea78282e10,Cheloniidae,https://linked-art.library.yale.edu/node/aedd4bc7-432b-47c3-b058-c78790155d4e https://linked-art.library.yale.edu/node/b431a723-de0d-40e8-bae0-555629488bba https://images.peabody.yale.edu/data/taxon/2/96/2961e2cb-1019-4b22-800a-5425c4e02776.json,"Testudines is the order, Cheloniidae is a family.",scc0008_proposed_deletions.json
8,eb447e71-59f6-4fb5-8ae4-feea78282e10,Cheloniidae,https://linked-art.library.yale.edu/node/aedd4bc7-432b-47c3-b058-c78790155d4e https://linked-art.library.yale.edu/node/b431a723-de0d-40e8-bae0-555629488bba https://images.peabody.yale.edu/data/taxon/2/96/2961e2cb-1019-4b22-800a-5425c4e02776.json,1f4c1f2e-f779-415f-abff-06401eb4e0f5,Cryptodira,,"Cheloniidae is a family, Cryptodira is a suborder.",scc0008_proposed_deletions.json
9,e1df7bf8-fc18-4be2-8f41-75ce7f2a8c45,Resuscitation,https://linked-art.library.yale.edu/node/4e5b7942-33f4-4300-8396-fa5720930671 https://linked-art.library.yale.edu/node/2ee2e7c7-82a4-4aa3-ac00-1681c67a24cc https://linked-art.library.yale.edu/node/ca2f6f70-a3e7-48a3-8152-50722db625ff https://linked-art.library.yale.edu/node/629eaa47-f1f8-4244-a528-bd926f652027,942b7608-a410-4dce-88ee-63fe7d2ad01c,Emergency medicine,https://linked-art.library.yale.edu/node/6e2950e4-6bb6-4133-8468-f165c8fe1959,"Resuscitation is a technique, not a broader medical specialty.",scc0009_proposed_deletions.json
